Series_Title,Released_Year,Runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Genre_Drama,Genre_Crime,Genre_Action,Genre_Adventure,Genre_Biography,Genre_History,Genre_Sci-Fi,Genre_Romance,Genre_Western,Genre_Fantasy,Genre_Comedy,Genre_Thriller,Genre_Animation,Genre_Family,Genre_War,Genre_Mystery,Genre_Music,Genre_Horror,Genre_Musical,Genre_Film-Noir,Genre_Sport,Certificate_16,Certificate_A,Certificate_Approved,Certificate_G,Certificate_GP,Certificate_PG,Certificate_PG-13,Certificate_Passed,Certificate_R,Certificate_TV-14,Certificate_TV-MA,Certificate_TV-PG,Certificate_U,Certificate_U/A,Certificate_UA,Certificate_Unrated,Actor_Popularity,Director_Popularity
Deliverance,1972.0,-0.4998973956317801,0.058823529411765385,0.7222222222222223,John Boorman,Jon Voight,Burt Reynolds,Ned Beatty,Ronny Cox,-0.36309783085631747,-0.4068410473170028,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8,1
The French Connection,1971.0,-0.6808622796571856,0.058823529411765385,0.9166666666666667,William Friedkin,Gene Hackman,Roy Scheider,Fernando Rey,Tony Lo Bianco,-0.2660707415002699,-0.05762572236555736,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,2
Dirty Harry,1971.0,-0.7532482332673478,0.058823529411765385,0.8611111111111112,Don Siegel,Clint Eastwood,Andrew Robinson,Harry Guardino,Reni Santoni,-0.030607378875304948,0.30745850819412746,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,3
Where Eagles Dare,1968.0,1.2735584678171938,0.058823529411765385,0.48611111111111116,Brian G. Hutton,Richard Burton,Clint Eastwood,Mary Ure,Patrick Wymark,-0.9371265307649062,0.5881459478426638,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16,2
The Odd Couple,1968.0,-0.6446693028521046,0.058823529411765385,0.8055555555555556,Gene Saks,Jack Lemmon,Walter Matthau,John Fiedler,Herb Edelman,-1.3811370859027645,0.40201764099188764,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,12,1
The Dirty Dozen,1967.0,0.9840146533765451,0.058823529411765385,0.625,Robert Aldrich,Lee Marvin,Ernest Borgnine,Charles Bronson,John Cassavetes,-0.7069055573976551,0.409572244089694,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10,2
Belle de jour,1967.0,-0.82563418687751,0.058823529411765385,0.7083333333333333,Luis Buuel,Catherine Deneuve,Jean Sorel,Michel Piccoli,Genevive Page,-1.1637869652726154,-2.861616624926709,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,3
A Man for All Seasons,1966.0,-0.10177465077588797,0.058823529411765385,0.6111111111111112,Fred Zinnemann,Paul Scofield,Wendy Hiller,Robert Shaw,Leo McKern,-1.3910902337792435,0.203790242551679,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,4
Repulsion,1965.0,-0.6446693028521046,0.058823529411765385,0.875,Roman Polanski,Catherine Deneuve,Ian Hendry,John Fraser,Yvonne Furneaux,-0.9908218293260721,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,5
Zulu,1964.0,0.5496989317155719,0.058823529411765385,0.6805555555555556,Cy Endfield,Stanley Baker,Jack Hawkins,Ulla Jacobsson,James Booth,-1.2639775118967103,0.5881459478426638,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,1
Goldfinger,1964.0,-0.463704418826699,0.058823529411765385,0.8194444444444444,Guy Hamilton,Sean Connery,Gert Frbe,Honor Blackman,Shirley Eaton,0.1433674565849023,0.4623071920155445,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,1
The Birds,1963.0,-0.1379676275809691,0.058823529411765385,0.8611111111111112,Alfred Hitchcock,Rod Taylor,Tippi Hedren,Jessica Tandy,Suzanne Pleshette,0.13107914966426448,-0.1960700548585044,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,14
Cape Fear,1962.0,-0.6084763260470234,0.058823529411765385,0.6666666666666667,J. Lee Thompson,Gregory Peck,Robert Mitchum,Polly Bergen,Lori Martin,-1.53894732981318,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8,1
Peeping Tom,1960.0,-0.789441210072429,0.058823529411765385,0.7083333333333333,Michael Powell,Karlheinz Bhm,Anna Massey,Moira Shearer,Maxine Audley,-1.3873234313647245,-2.352492860282559,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2
The Magnificent Seven,1960.0,0.18776916366476085,0.058823529411765385,0.6388888888888888,John Sturges,Yul Brynner,Steve McQueen,Charles Bronson,Eli Wallach,-0.4687674726478056,-0.5664968763498842,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11,2
Les yeux sans visage,1960.0,-1.187563954928321,0.058823529411765385,0.8611111111111112,Georges Franju,Pierre Brasseur,Alida Valli,Juliette Mayniel,Alexandre Rignault,-1.5005376967519697,-2.556886769295495,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1
Invasion of the Body Snatchers,1956.0,-1.5494937229791321,0.058823529411765385,0.8888888888888888,Don Siegel,Kevin McCarthy,Dana Wynter,Larry Gates,King Donovan,-1.0679202367595755,0.5881459478426638,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3
Rebel Without a Cause,1955.0,-0.4275114420216179,0.058823529411765385,0.8472222222222221,Nicholas Ray,James Dean,Natalie Wood,Sal Mineo,Jim Backus,-0.5142436018085386,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,2
The Ladykillers,1955.0,-1.15137097812324,0.058823529411765385,0.875,Alexander Mackendrick,Alec Guinness,Peter Sellers,Cecil Parker,Herbert Lom,-1.5387111318958804,0.5881459478426638,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10,2
Sabrina,1954.0,-0.3551254884114557,0.058823529411765385,0.6111111111111112,Billy Wilder,Humphrey Bogart,Audrey Hepburn,William Holden,Walter Hampden,-0.8166125641952748,0.5881459478426638,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,22,9
The Quiet Man,1952.0,0.22396214046984195,0.058823529411765385,0.7083333333333333,John Ford,John Wayne,Maureen O'Hara,Barry Fitzgerald,Ward Bond,-1.29738287636183,-0.23022816730624085,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,11,5
The Day the Earth Stood Still,1951.0,-1.115178001318159,0.058823529411765385,0.7083333333333333,Robert Wise,Michael Rennie,Patricia Neal,Hugh Marlowe,Sam Jaffe,-0.5931131129430379,0.5881459478426638,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,2
The African Queen,1951.0,-0.6446693028521046,0.058823529411765385,0.875,John Huston,Humphrey Bogart,Katharine Hepburn,Robert Morley,Peter Bull,-0.6515389529545443,-1.5384405859681891,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,17,5
Gilda,1946.0,-0.463704418826699,0.058823529411765385,0.7083333333333333,Charles Vidor,Rita Hayworth,Glenn Ford,George Macready,Joseph Calleia,-1.4886245714015112,0.5881459478426638,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6,1
Fantasia,1940.0,0.07919023324951754,0.058823529411765385,0.9444444444444444,James Algar,Samuel Armstrong,Ford Beebe Jr.,Norman Ferguson,David Hand,-0.4592204029402896,0.6391084983831479,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,1
The Invisible Man,1933.0,-1.875230514224862,0.058823529411765385,0.8194444444444444,James Whale,Claude Rains,Gloria Stuart,William Harrigan,Henry Travers,-1.406638432245931,0.5881459478426638,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8,3
Dark Waters,2019.0,0.11538321005459864,0.0,0.625,Todd Haynes,Mark Ruffalo,Anne Hathaway,Tim Robbins,Bill Pullman,-0.8018138131058589,0.5881459478426638,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,16,1
Searching,2018.0,-0.7532482332673478,0.0,0.5972222222222222,Aneesh Chaganty,John Cho,Debra Messing,Joseph Lee,Michelle La,-0.04601789422340316,0.16615130684657442,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,1
Once Upon a Time... in Hollywood,2019.0,1.3821373982324372,0.0,0.7638888888888888,Quentin Tarantino,Leonardo DiCaprio,Brad Pitt,Margot Robbie,Emile Hirsch,1.1724217367673049,0.9127669774814822,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,8
Nelyubov,2017.0,0.15157618685967975,0.0,0.8055555555555556,Andrey Zvyagintsev,Maryana Spivak,Aleksey Rozin,Matvey Novikov,Marina Vasileva,-1.4337590888135363,-1.5143495984532147,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,3
The Florida Project,2017.0,-0.4275114420216179,0.0,0.8888888888888888,Sean Baker,Brooklynn Prince,Bria Vinaite,Willem Dafoe,Christopher Rivera,-0.3958739837689305,-0.48507758475352,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,1
Just Mercy,2019.0,0.5135059549104908,0.0,0.5555555555555556,Destin Daniel Cretton,Michael B. Jordan,Jamie Foxx,Brie Larson,Charlie Pye Jr.,-1.0308666003490625,0.5881459478426638,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,2
Gifted,2017.0,-0.789441210072429,0.0,0.4444444444444444,Marc Webb,Chris Evans,Mckenna Grace,Lindsay Duncan,Octavia Spencer,-0.35496966869228164,0.14507181113496792,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11,2
The Peanut Butter Falcon,2019.0,-0.9342131172927534,0.0,0.5833333333333334,Tyler Nilson,Michael Schwartz,Zack Gottsagen,Ann Owens,Dakota Johnson,-0.7180989468103633,-0.13441788240841443,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,1
Victoria,2015.0,0.5496989317155719,0.0,0.6805555555555556,Sebastian Schipper,Laia Costa,Frederick Lau,Franz Rogowski,Burak Yigit,-0.9202599678399837,0.5881459478426638,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1
Mustang,2015.0,-0.9342131172927534,0.0,0.7638888888888888,Deniz Gamze Ergven,Gnes Sensoy,Doga Zeynep Doguslu,Tugba Sunguroglu,Elit Iscan,-1.2693009654416778,-1.3384317466160414,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,1
Guardians of the Galaxy Vol. 2,2017.0,0.4773129781054097,0.0,0.5416666666666666,James Gunn,Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,1.2021492744290159,1.354603014459945,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12,2
Baby Driver,2017.0,-0.3551254884114557,0.0,0.8055555555555556,Edgar Wright,Ansel Elgort,Jon Bernthal,Jon Hamm,Eiza Gonzlez,0.9698605326996839,0.7903359047507554,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7,3
Only the Brave,2017.0,0.4049270244952475,0.0,0.6111111111111112,Joseph Kosinski,Josh Brolin,Miles Teller,Jeff Bridges,Jennifer Connelly,-0.832440499338551,0.012559023472033568,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,20,1
Bridge of Spies,2015.0,0.6944708389358963,0.0,0.7361111111111112,Steven Spielberg,Tom Hanks,Mark Rylance,Alan Alda,Amy Ryan,0.5916084797687468,0.614927169998074,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,19,13
Incredibles 2,2018.0,-0.1741606043860502,0.0,0.7222222222222223,Brad Bird,Craig T. Nelson,Holly Hunter,Sarah Vowell,Huck Milner,0.46653262908801274,1.550191563212116,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6,4
Moana,2016.0,-0.5722833492419424,0.0,0.7361111111111112,Ron Clements,John Musker,Don Hall,Chris Williams,Auli'i Cravalho,0.5442024483996416,1.157378124464112,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,3
Sicario,2015.0,-0.06558167397080687,0.0,0.75,Denis Villeneuve,Emily Blunt,Josh Brolin,Benicio Del Toro,Jon Bernthal,0.8194717816942992,0.4247122998612229,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,5
Creed,2015.0,0.3687340476901664,0.0,0.75,Ryan Coogler,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashad,0.4579543283010341,0.7981722410139486,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,1
Leviafan,2014.0,0.6220848853257341,0.0,0.8888888888888888,Andrey Zvyagintsev,Aleksey Serebryakov,Elena Lyadova,Roman Madyanov,Vladimir Vdovichenkov,-0.9814826654896315,-1.22576144733254,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,3
Hell or High Water,2016.0,-0.7532482332673478,0.0,0.8333333333333333,David Mackenzie,Chris Pine,Ben Foster,Jeff Bridges,Gil Birmingham,0.28554275027511,0.18012556296296928,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,13,1
Philomena,2013.0,-0.8980201404876722,0.0,0.6805555555555556,Stephen Frears,Judi Dench,Steve Coogan,Sophie Kennedy Clark,Mare Winningham,-0.40501027019914476,0.329028791934607,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,1
Dawn of the Planet of the Apes,2014.0,0.2601551172749231,0.0,0.7083333333333333,Matt Reeves,Gary Oldman,Keri Russell,Andy Serkis,Kodi Smit-McPhee,0.9114914694323853,1.0799622300193392,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10,1
El cuerpo,2012.0,-0.3913184652165368,0.0,0.7083333333333333,Oriol Paulo,Jose Coronado,Hugo Silva,Beln Rueda,Aura Garrido,-0.8451032130440223,0.5881459478426638,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,2
Serbuan maut,2011.0,-0.789441210072429,0.0,0.625,Gareth Evans,Iko Uwais,Ananda George,Ray Sahetapy,Donny Alamsyah,0.22379130639949352,-0.6446593445789255,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,2
End of Watch,2012.0,-0.4998973956317801,0.0,0.5555555555555556,David Ayer,Jake Gyllenhaal,Michael Pea,Anna Kendrick,America Ferrera,0.38460116979522296,0.3658179934689699,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,1
Kari-gurashi no Arietti,2010.0,-1.0427920477079966,0.0,0.7222222222222223,Hiromasa Yonebayashi,Amy Poehler,Mirai Shida,Rynosuke Kamiki,Tatsuya Fujiwara,-0.5405903694559049,0.032741134788606525,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8,1
A Star Is Born,2018.0,0.4773129781054097,0.0,0.8333333333333333,Bradley Cooper,Lady Gaga,Bradley Cooper,Sam Elliott,Greg Grunberg,0.7258021339422399,1.0939346730964794,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8,1
True Grit,2010.0,-0.463704418826699,0.0,0.7222222222222223,Ethan Coen,Joel Coen,Jeff Bridges,Matt Damon,Hailee Steinfeld,0.6636224653211371,0.9934334892861004,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,21,2
Hvnen,2010.0,-0.1741606043860502,0.0,0.5138888888888888,Susanne Bier,Mikael Persbrandt,Trine Dyrholm,Markus Rygaard,Wil Johnson,-1.204216461309984,-1.2611844304993283,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,2
Despicable Me,2010.0,-1.0065990709029156,0.0,0.6111111111111112,Pierre Coffin,Chris Renaud,Steve Carell,Jason Segel,Russell Brand,1.0867204039748668,1.1622174793844606,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,1
50/50,2011.0,-0.82563418687751,0.0,0.6111111111111112,Jonathan Levine,Joseph Gordon-Levitt,Seth Rogen,Anna Kendrick,Bryce Dallas Howard,0.6738826774462402,0.2964889284886143,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9,1
Kick-Ass,2010.0,-0.2103535811911313,0.0,0.5277777777777778,Matthew Vaughn,Aaron Taylor-Johnson,Nicolas Cage,Chlo Grace Moretz,Garrett M. Brown,1.127199853923611,0.4356433304432358,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8,4
Celda 211,2009.0,-0.3551254884114557,0.0,0.7083333333333333,Daniel Monzn,Luis Tosar,Alberto Ammann,Antonio Resines,Manuel Morn,-0.7518894165065032,0.5881459478426638,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,1
Moneyball,2011.0,0.3687340476901664,0.0,0.8194444444444444,Bennett Miller,Brad Pitt,Robin Wright,Jonah Hill,Philip Seymour Hoffman,0.8152246073604209,0.6344720605269114,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23,1
La piel que habito,2011.0,-0.10177465077588797,0.0,0.5833333333333334,Pedro Almodvar,Antonio Banderas,Elena Anaya,Jan Cornet,Marisa Paredes,-0.058022702917343266,-0.7559753871025113,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,3
Zombieland,2009.0,-1.2599499085384833,0.0,0.625,Ruben Fleischer,Jesse Eisenberg,Emma Stone,Woody Harrelson,Abigail Breslin,1.1202904855265365,0.6343837451589207,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,1
Die Welle,2008.0,-0.5722833492419424,0.0,0.7083333333333333,Dennis Gansel,Jrgen Vogel,Frederick Lau,Max Riemelt,Jennifer Ulrich,-0.3276243326392285,0.5881459478426638,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1
Sherlock Holmes,2009.0,0.18776916366476085,0.0,0.4027777777777778,Guy Ritchie,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong,1.2225663322172367,1.080978140573716,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,17,4
The Blind Side,2009.0,0.22396214046984195,0.0,0.3472222222222222,John Lee Hancock,Quinton Aaron,Sandra Bullock,Tim McGraw,Jae Head,0.6088442239444329,1.1699101718725915,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6,1
The Visitor,2007.0,-0.6808622796571856,0.0,0.7083333333333333,Tom McCarthy,Richard Jenkins,Haaz Sleiman,Danai Gurira,Hiam Abbass,-1.1360668004340333,-0.2798575503314505,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,3
Seven Pounds,2008.0,0.006804279639355334,0.0,0.11111111111111116,Gabriele Muccino,Will Smith,Rosario Dawson,Woody Harrelson,Michael Ealy,0.5888449012137112,0.6003468164138187,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8,2
Eastern Promises,2007.0,-0.82563418687751,0.0,0.75,David Cronenberg,Naomi Watts,Viggo Mortensen,Armin Mueller-Stahl,Josef Altin,0.38314407727644956,-0.017797584502724412,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,11,1
Stardust,2007.0,0.15157618685967975,0.0,0.5277777777777778,Matthew Vaughn,Charlie Cox,Claire Danes,Sienna Miller,Ian McKellen,0.4841358000798596,0.3396946884785579,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10,4
The Secret of Kells,2009.0,-1.875230514224862,0.0,0.7361111111111112,Tomm Moore,Nora Twomey,Evan McGuire,Brendan Gleeson,Mick Lally,-1.3753023059814324,-1.4299552136318308,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,2
Inside Man,2006.0,0.22396214046984195,0.0,0.6666666666666667,Spike Lee,Denzel Washington,Clive Owen,Jodie Foster,Christopher Plummer,0.740226908657164,0.7036805060263723,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,23,4
Gone Baby Gone,2007.0,-0.3189325116063746,0.0,0.6111111111111112,Ben Affleck,Morgan Freeman,Ed Harris,Casey Affleck,Michelle Monaghan,0.4684337153276562,0.0571438256768149,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,16,2
La Vie En Rose,2007.0,0.6220848853257341,0.0,0.5277777777777778,Olivier Dahan,Marion Cotillard,Sylvie Testud,Pascal Greggory,Emmanuelle Seigner,-0.520498873280016,-0.2406851434935561,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7,1
Huo Yuan Jia,2006.0,-0.6808622796571856,0.0,0.5833333333333334,Ronny Yu,Jet Li,Li Sun,Yong Dong,Yun Qu,-0.6344416092960192,0.14209674427387398,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,1
The Illusionist,2006.0,-0.463704418826699,0.0,0.5555555555555556,Neil Burger,Edward Norton,Jessica Biel,Paul Giamatti,Rufus Sewell,0.7787269583473093,0.3534959322261701,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12,1
Dead Man's Shoes,2004.0,-1.187563954928321,0.0,0.33333333333333337,Shane Meadows,Paddy Considine,Gary Stretch,Toby Kebbell,Stuart Wolfenden,-0.9755198348964671,-3.51004118822502,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,2
Harry Potter and the Half-Blood Prince,2009.0,1.0925935837917884,0.0,0.6944444444444444,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,1.039079869659817,1.2424760180602237,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,21,3
